ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
1492,2017,44060,"Spokane-Spokane Valley, WA",35-2011,"Cooks, Fast Food",938,$11.97,$10.72,$11.47,$12.23,$24888.00
1493,2017,49420,"Yakima, WA",35-2011,"Cooks, Fast Food",110,$12.69,$11.13,$12.23,$14.12,$26377.00
1494,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),35-2011,"Cooks, Fast Food",,$11.30,$10.63,$11.31,$11.98,$23512.00
1495,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),35-2011,"Cooks, Fast Food",76,$13.70,$11.01,$12.60,$16.84,$28504.00
1496,2017,530003,Central WA Nonmetropolitan Area (NMA),35-2011,"Cooks, Fast Food",,$11.72,$10.80,$11.53,$12.27,$24364.00
1497,2017,530004,Eastern WA Nonmetropolitan Area (NMA),35-2011,"Cooks, Fast Food",,$12.15,$10.96,$11.98,$13.45,$25278.00
1498,2017,53,Washington State,35-2012,"Cooks, Institution & Cafeteria",10149,$15.82,$13.14,$15.50,$18.24,$32910.00
1499,2017,13380,"Bellingham, WA",35-2012,"Cooks, Institution & Cafeteria",359,$16.59,$13.73,$16.19,$19.11,$34512.00
1500,2017,14740,"Bremerton-Silverdale, WA",35-2012,"Cooks, Institution & Cafeteria",324,$16.06,$13.28,$15.42,$18.28,$33424.00
1501,2017,28420,"Kennewick-Richland, WA",35-2012,"Cooks, Institution & Cafeteria",312,$14.63,$12.60,$14.42,$16.91,$30424.00
1502,2017,30300,"Lewiston, ID-WA",35-2012,"Cooks, Institution & Cafeteria",93,$12.30,$9.60,$12.08,$14.77,$25576.00
1503,2017,31020,"Longview, WA",35-2012,"Cooks, Institution & Cafeteria",109,$13.82,$11.36,$13.14,$15.86,$28730.00
1504,2017,34580,"Mount Vernon-Anacortes, WA",35-2012,"Cooks, Institution & Cafeteria",254,$15.87,$13.65,$15.57,$17.95,$33013.00
1505,2017,36500,"Olympia-Tumwater, WA",35-2012,"Cooks, Institution & Cafeteria",377,$13.89,$11.05,$12.35,$16.93,$28873.00
1506,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",35-2012,"Cooks, Institution & Cafeteria",2993,$15.57,$12.76,$14.96,$18.26,$32397.00
1507,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",35-2012,"Cooks, Institution & Cafeteria",3736,$16.90,$14.19,$16.58,$18.96,$35149.00
1508,2017,44060,"Spokane-Spokane Valley, WA",35-2012,"Cooks, Institution & Cafeteria",967,$14.72,$12.35,$14.29,$16.91,$30609.00
1509,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",35-2012,"Cooks, Institution & Cafeteria",1158,$15.68,$13.35,$15.17,$17.79,$32622.00
1510,2017,47460,"Walla Walla, WA",35-2012,"Cooks, Institution & Cafeteria",118,$15.39,$12.65,$15.05,$18.29,$32016.00
1511,2017,48300,"Wenatchee, WA",35-2012,"Cooks, Institution & Cafeteria",286,$13.29,$11.15,$12.26,$14.84,$27641.00
1512,2017,49420,"Yakima, WA",35-2012,"Cooks, Institution & Cafeteria",399,$15.52,$13.14,$16.15,$18.13,$32284.00
1513,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),35-2012,"Cooks, Institution & Cafeteria",246,$15.56,$11.99,$15.82,$18.57,$32376.00
1514,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),35-2012,"Cooks, Institution & Cafeteria",353,$15.61,$13.21,$15.36,$18.05,$32468.00
1515,2017,530003,Central WA Nonmetropolitan Area (NMA),35-2012,"Cooks, Institution & Cafeteria",175,$16.11,$13.42,$15.98,$18.49,$33506.00
1516,2017,530004,Eastern WA Nonmetropolitan Area (NMA),35-2012,"Cooks, Institution & Cafeteria",470,$13.83,$11.32,$12.90,$15.63,$28760.00
1517,2017,53,Washington State,35-2014,"Cooks, Restaurant",28822,$13.94,$11.75,$13.70,$15.72,$28997.00
1518,2017,13380,"Bellingham, WA",35-2014,"Cooks, Restaurant",903,$13.33,$11.45,$13.41,$14.89,$27744.00
1519,2017,14740,"Bremerton-Silverdale, WA",35-2014,"Cooks, Restaurant",1045,$14.33,$12.04,$13.85,$15.57,$29808.00
1520,2017,28420,"Kennewick-Richland, WA",35-2014,"Cooks, Restaurant",756,$12.66,$10.93,$12.00,$14.14,$26347.00
1521,2017,30300,"Lewiston, ID-WA",35-2014,"Cooks, Restaurant",130,$12.00,$10.59,$11.60,$13.40,$24950.00
1522,2017,31020,"Longview, WA",35-2014,"Cooks, Restaurant",300,$12.14,$10.10,$11.40,$13.24,$25258.00
1523,2017,34580,"Mount Vernon-Anacortes, WA",35-2014,"Cooks, Restaurant",533,$13.39,$11.76,$13.20,$14.71,$27867.00
1524,2017,36500,"Olympia-Tumwater, WA",35-2014,"Cooks, Restaurant",1027,$12.94,$11.31,$12.80,$14.46,$26922.00
1525,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",35-2014,"Cooks, Restaurant",13849,$13.09,$10.85,$12.66,$14.86,$27220.00
1526,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",35-2014,"Cooks, Restaurant",14184,$14.58,$12.46,$14.55,$16.80,$30301.00
1527,2017,44060,"Spokane-Spokane Valley, WA",35-2014,"Cooks, Restaurant",1660,$13.07,$11.22,$12.66,$14.68,$27179.00
1528,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",35-2014,"Cooks, Restaurant",3162,$13.98,$11.66,$13.51,$15.49,$29079.00
1529,2017,47460,"Walla Walla, WA",35-2014,"Cooks, Restaurant",180,$14.26,$12.38,$14.26,$16.00,$29664.00
1530,2017,48300,"Wenatchee, WA",35-2014,"Cooks, Restaurant",645,$13.14,$11.34,$12.65,$14.68,$27322.00
1531,2017,49420,"Yakima, WA",35-2014,"Cooks, Restaurant",480,$12.62,$11.04,$12.05,$13.61,$26264.00
1532,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),35-2014,"Cooks, Restaurant",750,$14.05,$12.46,$13.97,$15.54,$29223.00
1533,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),35-2014,"Cooks, Restaurant",762,$12.34,$10.93,$11.88,$13.45,$25648.00
1534,2017,530003,Central WA Nonmetropolitan Area (NMA),35-2014,"Cooks, Restaurant",427,$12.80,$10.92,$11.92,$14.52,$26624.00
1535,2017,530004,Eastern WA Nonmetropolitan Area (NMA),35-2014,"Cooks, Restaurant",662,$12.18,$10.89,$11.77,$12.64,$25350.00
1536,2017,53,Washington State,35-2015,"Cooks, Short Order",4030,$13.12,$10.94,$11.92,$14.21,$27292.00
1537,2017,13380,"Bellingham, WA",35-2015,"Cooks, Short Order",80,$11.86,$10.87,$11.67,$12.49,$24672.00
1538,2017,14740,"Bremerton-Silverdale, WA",35-2015,"Cooks, Short Order",,$13.29,$11.60,$12.71,$14.63,$27651.00
1539,2017,28420,"Kennewick-Richland, WA",35-2015,"Cooks, Short Order",,$11.97,$10.73,$11.47,$12.22,$24898.00
1540,2017,30300,"Lewiston, ID-WA",35-2015,"Cooks, Short Order",15,$12.76,$10.17,$11.69,$16.13,$26542.00
1541,2017,31020,"Longview, WA",35-2015,"Cooks, Short Order",41,$14.61,$13.26,$14.27,$15.26,$30373.00
1542,2017,34580,"Mount Vernon-Anacortes, WA",35-2015,"Cooks, Short Order",,$13.07,$11.38,$12.52,$14.22,$27168.00
1543,2017,36500,"Olympia-Tumwater, WA",35-2015,"Cooks, Short Order",126,$14.26,$11.89,$13.96,$16.84,$29644.00
1544,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",35-2015,"Cooks, Short Order",334,$11.87,$10.61,$11.44,$12.35,$24693.00
1545,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",35-2015,"Cooks, Short Order",2156,$13.45,$10.89,$11.82,$14.43,$27969.00
1546,2017,44060,"Spokane-Spokane Valley, WA",35-2015,"Cooks, Short Order",151,$13.63,$10.44,$11.87,$16.90,$28360.00
1547,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",35-2015,"Cooks, Short Order",325,$12.49,$11.15,$12.23,$13.83,$25977.00
1548,2017,47460,"Walla Walla, WA",35-2015,"Cooks, Short Order",26,$15.66,$14.75,$16.25,$17.76,$32571.00
1549,2017,48300,"Wenatchee, WA",35-2015,"Cooks, Short Order",,$11.63,$10.76,$11.46,$12.15,$24190.00
1550,2017,49420,"Yakima, WA",35-2015,"Cooks, Short Order",,$13.03,$11.61,$13.22,$14.63,$27117.00
1551,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),35-2015,"Cooks, Short Order",,$13.22,$11.04,$12.00,$13.70,$27497.00
1552,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),35-2015,"Cooks, Short Order",103,$12.75,$10.96,$11.98,$14.13,$26511.00
1553,2017,530003,Central WA Nonmetropolitan Area (NMA),35-2015,"Cooks, Short Order",,$12.66,$11.15,$12.22,$13.98,$26336.00
1554,2017,530004,Eastern WA Nonmetropolitan Area (NMA),35-2015,"Cooks, Short Order",,$12.23,$10.79,$11.55,$12.38,$25453.00
1555,2017,53,Washington State,51-9193,Cooling & Freezing Equipment Operators & Tenders,92,$21.23,$16.46,$19.53,$27.59,$44137.00
1556,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-9193,Cooling & Freezing Equipment Operators & Tenders,37,$26.71,$26.37,$28.24,$30.10,$55542.00
1557,2017,53,Washington State,33-1011,Correctional Officer Supervisors,867,$31.79,$25.19,$26.44,$37.54,$66118.00
1558,2017,28420,"Kennewick-Richland, WA",33-1011,Correctional Officer Supervisors,87,$28.21,$25.18,$25.78,$31.99,$58671.00
1559,2017,30300,"Lewiston, ID-WA",33-1011,Correctional Officer Supervisors,18,$25.00,$21.00,$23.81,$27.34,$52005.00
1560,2017,36500,"Olympia-Tumwater, WA",33-1011,Correctional Officer Supervisors,23,$28.77,$25.78,$28.10,$28.97,$59852.00
1561,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",33-1011,Correctional Officer Supervisors,180,$41.55,$35.14,$39.70,$47.72,$86425.00
1562,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",33-1011,Correctional Officer Supervisors,258,$35.28,$25.79,$34.11,$42.00,$73390.00
1563,2017,44060,"Spokane-Spokane Valley, WA",33-1011,Correctional Officer Supervisors,74,$31.18,$25.78,$29.34,$36.66,$64865.00
1564,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",33-1011,Correctional Officer Supervisors,82,$38.06,$25.19,$37.40,$48.26,$79163.00
1565,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),33-1011,Correctional Officer Supervisors,54,$27.49,$25.18,$25.78,$29.33,$57172.00
1566,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),33-1011,Correctional Officer Supervisors,110,$26.91,$24.67,$25.78,$25.79,$55980.00
1567,2017,530004,Eastern WA Nonmetropolitan Area (NMA),33-1011,Correctional Officer Supervisors,17,,,,,
1568,2017,53,Washington State,33-3012,Correctional Officers & Jailers,6070,$26.14,$22.79,$24.31,$30.79,$54367.00
1569,2017,28420,"Kennewick-Richland, WA",33-3012,Correctional Officers & Jailers,432,$23.52,$22.22,$22.80,$26.52,$48934.00
1570,2017,30300,"Lewiston, ID-WA",33-3012,Correctional Officers & Jailers,51,$17.07,$13.90,$16.84,$19.51,$35509.00
1571,2017,34580,"Mount Vernon-Anacortes, WA",33-3012,Correctional Officers & Jailers,39,$27.74,$23.89,$28.28,$31.80,$57716.00
1572,2017,36500,"Olympia-Tumwater, WA",33-3012,Correctional Officers & Jailers,109,$24.54,$20.13,$24.07,$27.51,$51050.00
1573,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",33-3012,Correctional Officers & Jailers,1582,$30.98,$26.01,$31.07,$36.39,$64434.00
1574,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",33-3012,Correctional Officers & Jailers,2024,$28.64,$22.80,$28.88,$34.86,$59565.00
1575,2017,44060,"Spokane-Spokane Valley, WA",33-3012,Correctional Officers & Jailers,468,$25.00,$23.39,$24.66,$27.73,$52005.00
1576,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",33-3012,Correctional Officers & Jailers,488,$29.43,$24.07,$29.41,$36.11,$61208.00
1577,2017,48300,"Wenatchee, WA",33-3012,Correctional Officers & Jailers,68,$25.17,$20.52,$26.16,$29.27,$52354.00
1578,2017,49420,"Yakima, WA",33-3012,Correctional Officers & Jailers,176,$26.31,$22.44,$26.55,$30.01,$54706.00
1579,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),33-3012,Correctional Officers & Jailers,346,$23.48,$21.80,$24.06,$24.67,$48852.00
1580,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),33-3012,Correctional Officers & Jailers,763,$22.36,$19.42,$23.39,$24.66,$46499.00
1581,2017,53,Washington State,43-4021,Correspondence Clerks,84,$16.89,$13.53,$17.47,$19.50,$35136.00
1582,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-4021,Correspondence Clerks,52,$18.02,$16.79,$18.06,$19.33,$37484.00
1583,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-4021,Correspondence Clerks,37,$14.70,$10.87,$12.45,$18.02,$30592.00
1584,2017,44060,"Spokane-Spokane Valley, WA",43-4021,Correspondence Clerks,27,$18.53,$16.42,$18.36,$21.02,$38556.00
1585,2017,53,Washington State,13-1051,Cost Estimators,5903,$36.51,$26.95,$34.82,$45.38,$75950.00
1586,2017,13380,"Bellingham, WA",13-1051,Cost Estimators,115,$35.13,$24.99,$31.18,$43.04,$73083.00
1587,2017,14740,"Bremerton-Silverdale, WA",13-1051,Cost Estimators,83,$34.21,$25.90,$30.39,$43.67,$71154.00
1588,2017,28420,"Kennewick-Richland, WA",13-1051,Cost Estimators,348,$39.89,$25.57,$35.13,$53.54,$82960.00
1589,2017,30300,"Lewiston, ID-WA",13-1051,Cost Estimators,25,$29.32,$24.69,$29.34,$35.95,$60981.00
1590,2017,31020,"Longview, WA",13-1051,Cost Estimators,60,$32.60,$24.26,$33.42,$40.01,$67817.00
1591,2017,34580,"Mount Vernon-Anacortes, WA",13-1051,Cost Estimators,91,$36.01,$27.40,$34.13,$42.24,$74909.00
1592,2017,36500,"Olympia-Tumwater, WA",13-1051,Cost Estimators,98,$28.11,$19.54,$26.80,$32.18,$58470.00
1593,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-1051,Cost Estimators,1932,$33.11,$24.79,$32.29,$39.93,$68868.00
1594,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-1051,Cost Estimators,3319,$38.42,$28.85,$37.02,$47.63,$79909.00
1595,2017,44060,"Spokane-Spokane Valley, WA",13-1051,Cost Estimators,347,$29.96,$23.04,$29.54,$36.34,$62317.00
1596,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",13-1051,Cost Estimators,778,$36.43,$27.24,$36.09,$45.15,$75766.00
1597,2017,47460,"Walla Walla, WA",13-1051,Cost Estimators,20,$26.67,$21.54,$26.17,$33.17,$55470.00
1598,2017,48300,"Wenatchee, WA",13-1051,Cost Estimators,27,$34.34,$27.55,$31.84,$42.34,$71409.00
1599,2017,49420,"Yakima, WA",13-1051,Cost Estimators,75,$28.91,$22.19,$26.53,$30.30,$60123.00
1600,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),13-1051,Cost Estimators,68,$30.08,$24.45,$28.58,$33.39,$62583.00
1601,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),13-1051,Cost Estimators,73,$29.69,$20.79,$27.94,$31.45,$61756.00
1602,2017,530004,Eastern WA Nonmetropolitan Area (NMA),13-1051,Cost Estimators,53,$35.37,$26.28,$33.30,$44.83,$73562.00
1603,2017,53,Washington State,39-3092,Costume Attendants,78,$20.90,$17.95,$20.93,$23.92,$43490.00
1604,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",39-3092,Costume Attendants,14,$18.93,$16.03,$19.90,$22.57,$39371.00
1605,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",39-3092,Costume Attendants,64,$20.06,$17.53,$20.18,$23.01,$41733.00
1606,2017,53,Washington State,21-1019,"Counselors, All Other",366,$25.32,$16.92,$21.07,$29.90,$52647.00
1607,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",21-1019,"Counselors, All Other",291,$27.18,$17.94,$26.29,$33.53,$56536.00
1608,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",21-1019,"Counselors, All Other",229,$24.16,$17.54,$22.44,$29.34,$50247.00
1609,2017,44060,"Spokane-Spokane Valley, WA",21-1019,"Counselors, All Other",16,$21.89,$17.10,$19.37,$23.50,$45538.00
1610,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),21-1019,"Counselors, All Other",,$14.53,$11.55,$13.28,$15.14,$30237.00
1611,2017,53,Washington State,41-2021,Counter & Rental Clerks,11309,$15.69,$11.60,$14.47,$18.48,$32640.00
1612,2017,13380,"Bellingham, WA",41-2021,Counter & Rental Clerks,313,$14.88,$10.81,$12.93,$17.36,$30960.00
1613,2017,14740,"Bremerton-Silverdale, WA",41-2021,Counter & Rental Clerks,390,$16.14,$12.54,$15.70,$18.33,$33570.00
1614,2017,28420,"Kennewick-Richland, WA",41-2021,Counter & Rental Clerks,390,$14.01,$10.71,$11.93,$15.39,$29140.00
1615,2017,30300,"Lewiston, ID-WA",41-2021,Counter & Rental Clerks,46,$15.13,$11.11,$13.67,$18.62,$31460.00
1616,2017,31020,"Longview, WA",41-2021,Counter & Rental Clerks,169,$13.67,$10.75,$12.21,$15.63,$28440.00
1617,2017,34580,"Mount Vernon-Anacortes, WA",41-2021,Counter & Rental Clerks,226,$13.45,$10.75,$12.00,$15.27,$27980.00
1618,2017,36500,"Olympia-Tumwater, WA",41-2021,Counter & Rental Clerks,388,$15.90,$11.67,$15.27,$18.87,$33070.00
1619,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-2021,Counter & Rental Clerks,2743,$17.05,$11.28,$14.33,$19.30,$35460.00
1620,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",41-2021,Counter & Rental Clerks,5824,$16.32,$12.17,$15.40,$19.15,$33950.00
1621,2017,44060,"Spokane-Spokane Valley, WA",41-2021,Counter & Rental Clerks,1020,$15.74,$11.49,$14.05,$18.43,$32730.00
1622,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",41-2021,Counter & Rental Clerks,891,$15.36,$11.58,$13.88,$17.42,$31960.00
1623,2017,47460,"Walla Walla, WA",41-2021,Counter & Rental Clerks,56,$14.02,$10.86,$11.93,$17.19,$29160.00
1624,2017,48300,"Wenatchee, WA",41-2021,Counter & Rental Clerks,195,$17.06,$12.01,$16.10,$19.52,$35490.00
1625,2017,49420,"Yakima, WA",41-2021,Counter & Rental Clerks,252,$13.14,$10.86,$12.02,$14.96,$27340.00
1626,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),41-2021,Counter & Rental Clerks,160,$14.72,$11.04,$12.41,$16.54,$30610.00
1627,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),41-2021,Counter & Rental Clerks,206,$13.93,$11.08,$12.42,$16.36,$28970.00
1628,2017,530003,Central WA Nonmetropolitan Area (NMA),41-2021,Counter & Rental Clerks,174,$12.22,$10.18,$11.23,$13.19,$25420.00
1629,2017,530004,Eastern WA Nonmetropolitan Area (NMA),41-2021,Counter & Rental Clerks,164,$14.74,$11.23,$13.14,$17.12,$30650.00
1630,2017,53,Washington State,35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",13379,$12.24,$10.55,$11.41,$12.37,$25453.00
1631,2017,13380,"Bellingham, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",,$11.69,$10.75,$11.45,$12.16,$24323.00
1632,2017,14740,"Bremerton-Silverdale, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",588,$11.90,$10.09,$10.94,$12.31,$24765.00
1633,2017,28420,"Kennewick-Richland, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",417,$11.24,$10.59,$11.23,$11.87,$23358.00
1634,2017,30300,"Lewiston, ID-WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",157,$9.71,$8.40,$9.15,$10.60,$20184.00
1635,2017,31020,"Longview, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",,$11.77,$10.85,$11.63,$12.41,$24487.00
1636,2017,34580,"Mount Vernon-Anacortes, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",,$11.18,$10.09,$10.10,$11.63,$23234.00
1637,2017,36500,"Olympia-Tumwater, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",,$11.44,$10.42,$11.08,$11.76,$23809.00
1638,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",5103,$11.60,$10.27,$11.20,$12.13,$24118.00
1639,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",6063,$12.78,$10.67,$11.60,$13.12,$26573.00
1640,2017,44060,"Spokane-Spokane Valley, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",1149,$12.11,$10.68,$11.45,$12.35,$25176.00
1641,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",1643,$12.13,$10.64,$11.41,$12.26,$25227.00
1642,2017,47460,"Walla Walla, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",52,$12.34,$11.00,$11.97,$13.53,$25658.00
1643,2017,48300,"Wenatchee, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",,$11.34,$10.65,$11.31,$11.96,$23584.00
1644,2017,49420,"Yakima, WA",35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",,$11.48,$10.42,$11.12,$11.82,$23881.00
1645,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",168,$13.56,$11.35,$12.85,$14.89,$28216.00
1646,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",208,$11.12,$10.09,$10.77,$11.78,$23142.00
1647,2017,530003,Central WA Nonmetropolitan Area (NMA),35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",97,$12.75,$10.92,$11.89,$14.13,$26501.00
1648,2017,530004,Eastern WA Nonmetropolitan Area (NMA),35-3022,"Counter Attendants, Cafeteria/Concession & Coffee Shop",,$11.62,$10.35,$11.11,$11.88,$24148.00
1649,2017,53,Washington State,43-5021,Couriers & Messengers,1013,$16.02,$13.56,$15.65,$18.49,$33328.00
1650,2017,13380,"Bellingham, WA",43-5021,Couriers & Messengers,25,$15.90,$13.99,$16.39,$18.22,$33073.00
1651,2017,14740,"Bremerton-Silverdale, WA",43-5021,Couriers & Messengers,,$12.25,$10.92,$11.87,$13.35,$25476.00
1652,2017,28420,"Kennewick-Richland, WA",43-5021,Couriers & Messengers,41,$14.15,$12.47,$14.02,$15.69,$29438.00
1653,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-5021,Couriers & Messengers,493,$18.52,$16.32,$18.65,$21.27,$38526.00
1654,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-5021,Couriers & Messengers,537,$16.26,$14.06,$15.83,$18.38,$33808.00
1655,2017,44060,"Spokane-Spokane Valley, WA",43-5021,Couriers & Messengers,112,$16.39,$12.07,$15.86,$20.52,$34094.00
1656,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-5021,Couriers & Messengers,112,$16.35,$13.85,$15.60,$18.97,$33992.00
1657,2017,48300,"Wenatchee, WA",43-5021,Couriers & Messengers,13,$16.41,$14.57,$16.75,$18.47,$34125.00
1658,2017,49420,"Yakima, WA",43-5021,Couriers & Messengers,18,$16.31,$14.07,$16.43,$18.70,$33921.00
1659,2017,530004,Eastern WA Nonmetropolitan Area (NMA),43-5021,Couriers & Messengers,13,$16.66,$13.53,$16.88,$19.45,$34666.00
1660,2017,53,Washington State,23-2091,Court Reporters,,$25.79,$12.56,$25.00,$36.94,$53650.00
1661,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",23-2091,Court Reporters,26,$40.44,$37.22,$43.18,$47.16,$84120.00
1662,2017,53,Washington State,43-4031,"Court, Municipal & License Clerks",3215,$23.37,$19.29,$22.83,$27.27,$48614.00
1663,2017,13380,"Bellingham, WA",43-4031,"Court, Municipal & License Clerks",146,$22.14,$18.39,$21.58,$25.08,$46051.00
1664,2017,14740,"Bremerton-Silverdale, WA",43-4031,"Court, Municipal & License Clerks",86,,,,,
1665,2017,28420,"Kennewick-Richland, WA",43-4031,"Court, Municipal & License Clerks",205,$21.82,$17.91,$21.01,$24.67,$45398.00
1666,2017,30300,"Lewiston, ID-WA",43-4031,"Court, Municipal & License Clerks",60,$19.36,$14.34,$16.64,$21.69,$40272.00
1667,2017,31020,"Longview, WA",43-4031,"Court, Municipal & License Clerks",56,$21.77,$20.69,$22.29,$23.89,$45286.00
1668,2017,34580,"Mount Vernon-Anacortes, WA",43-4031,"Court, Municipal & License Clerks",69,$23.93,$20.88,$23.31,$27.13,$49778.00
1669,2017,36500,"Olympia-Tumwater, WA",43-4031,"Court, Municipal & License Clerks",195,$21.07,$18.13,$20.85,$23.19,$43805.00
1670,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-4031,"Court, Municipal & License Clerks",887,$21.64,$18.04,$21.90,$24.57,$45010.00
1671,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",43-4031,"Court, Municipal & License Clerks",1110,$25.56,$21.38,$26.05,$29.38,$53158.00
1672,2017,44060,"Spokane-Spokane Valley, WA",43-4031,"Court, Municipal & License Clerks",247,$19.93,$16.25,$20.38,$23.42,$41467.00
1673,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",43-4031,"Court, Municipal & License Clerks",263,$27.28,$21.70,$27.54,$32.58,$56763.00
1674,2017,47460,"Walla Walla, WA",43-4031,"Court, Municipal & License Clerks",14,$20.80,$18.30,$21.38,$23.15,$43274.00
1675,2017,48300,"Wenatchee, WA",43-4031,"Court, Municipal & License Clerks",53,$20.65,$17.44,$20.35,$23.39,$42947.00
1676,2017,49420,"Yakima, WA",43-4031,"Court, Municipal & License Clerks",168,$19.85,$17.34,$19.26,$22.34,$41293.00
1677,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),43-4031,"Court, Municipal & License Clerks",121,$22.10,$18.80,$22.00,$25.47,$45959.00
1678,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),43-4031,"Court, Municipal & License Clerks",136,$21.34,$18.59,$21.73,$24.00,$44377.00
1679,2017,530003,Central WA Nonmetropolitan Area (NMA),43-4031,"Court, Municipal & License Clerks",33,$21.95,$17.89,$21.35,$23.62,$45653.00
1680,2017,530004,Eastern WA Nonmetropolitan Area (NMA),43-4031,"Court, Municipal & License Clerks",78,$21.75,$17.53,$21.24,$24.80,$45224.00
1681,2017,53,Washington State,27-1012,Craft Artists,162,$22.90,$17.91,$21.51,$24.03,$47634.00
1682,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-1012,Craft Artists,124,,,,,
1683,2017,53,Washington State,53-7021,Crane & Tower Operators,1253,$34.38,$26.56,$34.32,$42.19,$71515.00
1684,2017,28420,"Kennewick-Richland, WA",53-7021,Crane & Tower Operators,,$40.82,$34.50,$40.41,$46.34,$84906.00
