Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,1,Capital Region, 45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",60,$24810,$21910,$20180,$27380
10,1,Capital Region, 45-4021,Fallers,n/a,$44540,$43200,$33730,$49950
10,1,Capital Region, 45-4022,Logging Equipment Operators,60,$37430,$36860,$25980,$43150
10,1,Capital Region, 45-4023,Log Graders and Scalers,n/a,$36930,$29450,$22530,$44130
10,1,Capital Region, 47-0000,Construction and Extraction Occupations,19940,$51920,$47540,$32070,$61840
10,1,Capital Region, 47-1011,Supervisors of Construction and Extraction Workers,1560,$71190,$66850,$49110,$82240
10,1,Capital Region, 47-2011,Boilermakers,80,$56040,$55660,$41980,$63070
10,1,Capital Region, 47-2021,Brickmasons and Blockmasons,330,$66530,$70430,$47080,$76260
10,1,Capital Region, 47-2022,Stonemasons,n/a,$47030,$44940,$33000,$54050
10,1,Capital Region, 47-2031,Carpenters,2810,$47970,$46500,$33030,$55440
10,1,Capital Region, 47-2044,Tile and Marble Setters,110,$54660,$54770,$37980,$63000
10,1,Capital Region, 47-2051,Cement Masons and Concrete Finishers,230,$67350,$65230,$41700,$80180
10,1,Capital Region, 47-2061,Construction Laborers,3770,$41200,$37210,$26660,$48470
10,1,Capital Region, 47-2071,"Paving, Surfacing, and Tamping Equipment Operators",n/a,$44020,$35430,$29250,$51410
10,1,Capital Region, 47-2073,Operating Engineers and Other Construction Equipment Operators,1320,$57000,$52120,$37850,$66580
10,1,Capital Region, 47-2081,Drywall and Ceiling Tile Installers,190,$45070,$44680,$32390,$51410
10,1,Capital Region, 47-2082,Tapers,n/a,$41690,$40990,$32870,$46100
10,1,Capital Region, 47-2111,Electricians,2360,$62920,$61220,$36530,$76120
10,1,Capital Region, 47-2121,Glaziers,110,$55460,$58480,$42160,$62120
10,1,Capital Region, 47-2131,"Insulation Workers, Floor, Ceiling, and Wall",70,$39050,$36510,$26790,$45180
10,1,Capital Region, 47-2132,"Insulation Workers, Mechanical",200,$35980,$35490,$27890,$40020
10,1,Capital Region, 47-2141,"Painters, Construction and Maintenance",590,$41200,$38080,$29930,$46830
10,1,Capital Region, 47-2151,Pipelayers,60,$64790,$62300,$40540,$76920
10,1,Capital Region, 47-2152,"Plumbers, Pipefitters, and Steamfitters",1120,$63780,$66950,$42190,$74570
10,1,Capital Region, 47-2181,Roofers,410,$43290,$42880,$31410,$49230
10,1,Capital Region, 47-2211,Sheet Metal Workers,380,$58400,$57760,$36040,$69580
10,1,Capital Region, 47-2221,Structural Iron and Steel Workers,n/a,$65630,$61230,$48970,$73960
10,1,Capital Region, 47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",n/a,$41560,$43200,$33720,$45480
10,1,Capital Region, 47-3012,Helpers--Carpenters,50,$26430,$24040,$20180,$29800
10,1,Capital Region, 47-3013,Helpers--Electricians,60,$28930,$28750,$21360,$32710
10,1,Capital Region, 47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",n/a,$30390,$28010,$22610,$34280
10,1,Capital Region, 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",n/a,$23980,$21840,$20180,$26160
10,1,Capital Region, 47-4011,Construction and Building Inspectors,470,$63460,$61520,$43180,$73590
10,1,Capital Region, 47-4021,Elevator Installers and Repairers,n/a,$92300,$97210,$73470,$101710
10,1,Capital Region, 47-4041,Hazardous Materials Removal Workers,280,$50160,$44360,$32580,$58950
10,1,Capital Region, 47-4051,Highway Maintenance Workers,2110,$42790,$41750,$34090,$47140
10,1,Capital Region, 47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,80,$30380,$29360,$24390,$33370
10,1,Capital Region, 47-5021,"Earth Drillers, Except Oil and Gas",n/a,$56630,$56200,$41220,$64330
10,1,Capital Region, 47-5041,Continuous Mining Machine Operators,n/a,$43230,$37250,$30810,$49440
10,1,Capital Region, 47-5051,"Rock Splitters, Quarry",n/a,$33960,$31890,$25940,$37970
10,1,Capital Region, 49-0000,"Installation, Maintenance, and Repair Occupations",19540,$48650,$45460,$29220,$58360
10,1,Capital Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1750,$69740,$66020,$48270,$80480
10,1,Capital Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",410,$44680,$43270,$31370,$51330
10,1,Capital Region, 49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",n/a,$34770,$28240,$22840,$40740
10,1,Capital Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",870,$62140,$65020,$31800,$77310
10,1,Capital Region, 49-2092,"Electric Motor, Power Tool, and Related Repairers",n/a,$33950,$35570,$23660,$39100
10,1,Capital Region, 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",240,$50950,$50630,$38960,$56940
10,1,Capital Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,80,$38880,$39350,$28020,$44320
10,1,Capital Region, 49-2098,Security and Fire Alarm Systems Installers,290,$40530,$40130,$22510,$49530
10,1,Capital Region, 49-3011,Aircraft Mechanics and Service Technicians,130,$51840,$53220,$32120,$61700
10,1,Capital Region, 49-3021,Automotive Body and Related Repairers,530,$46750,$44900,$31520,$54370
10,1,Capital Region, 49-3022,Automotive Glass Installers and Repairers,n/a,$26760,$26790,$22200,$29040
10,1,Capital Region, 49-3023,Automotive Service Technicians and Mechanics,2710,$40170,$39150,$26440,$47040
10,1,Capital Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,860,$45020,$44090,$32990,$51040
10,1,Capital Region, 49-3041,Farm Equipment Mechanics and Service Technicians,50,$39160,$38530,$29710,$43890
10,1,Capital Region, 49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",340,$56260,$56100,$38640,$65070
10,1,Capital Region, 49-3051,Motorboat Mechanics and Service Technicians,120,$38890,$37450,$27950,$44350
10,1,Capital Region, 49-3052,Motorcycle Mechanics,80,$37680,$37900,$28430,$42300
10,1,Capital Region, 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,150,$30550,$31570,$20660,$35500
10,1,Capital Region, 49-3093,Tire Repairers and Changers,n/a,$31330,$32970,$22620,$35690
10,1,Capital Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",420,$73370,$75060,$54180,$82970
10,1,Capital Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1030,$50520,$48130,$33620,$58970
10,1,Capital Region, 49-9031,Home Appliance Repairers,180,$44440,$44000,$26200,$53560
10,1,Capital Region, 49-9041,Industrial Machinery Mechanics,1080,$58570,$58280,$42010,$66840
10,1,Capital Region, 49-9043,"Maintenance Workers, Machinery",330,$51110,$47600,$34420,$59450
10,1,Capital Region, 49-9044,Millwrights,150,$53060,$55330,$39320,$59930
10,1,Capital Region, 49-9051,Electrical Power-Line Installers and Repairers,300,$76640,$83680,$50840,$89550
10,1,Capital Region, 49-9052,Telecommunications Line Installers and Repairers,690,$56260,$54410,$25040,$71870
10,1,Capital Region, 49-9062,Medical Equipment Repairers,150,$51760,$47860,$33240,$61020
10,1,Capital Region, 49-9069,"Precision Instrument and Equipment Repairers, All Other",50,$59370,$57710,$47420,$65340
10,1,Capital Region, 49-9071,"Maintenance and Repair Workers, General",5170,$41890,$40520,$28080,$48800
10,1,Capital Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",n/a,$26720,$24640,$21550,$29310
10,1,Capital Region, 49-9094,Locksmiths and Safe Repairers,60,$39120,$40470,$28820,$44270
10,1,Capital Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",470,$29780,$28140,$21680,$33830
10,1,Capital Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",220,$49580,$49470,$28290,$60220
10,1,Capital Region, 51-0000,Production Occupations,22160,$42300,$38470,$25280,$50800
10,1,Capital Region, 51-1011,First-Line Supervisors of Production and Operating Workers,1720,$71580,$67340,$43600,$85560
10,1,Capital Region, 51-2022,Electrical and Electronic Equipment Assemblers,240,$39680,$39040,$27160,$45940
10,1,Capital Region, 51-2023,Electromechanical Equipment Assemblers,110,$37330,$36680,$26400,$42800
10,1,Capital Region, 51-2041,Structural Metal Fabricators and Fitters,n/a,$59030,$47350,$36390,$70360
10,1,Capital Region, 51-2092,Team Assemblers,4430,$31760,$30200,$22990,$36150
10,1,Capital Region, 51-2099,"Assemblers and Fabricators, All Other",270,$35150,$28110,$22200,$41620
10,1,Capital Region, 51-3011,Bakers,800,$28800,$28290,$21970,$32220
10,1,Capital Region, 51-3021,Butchers and Meat Cutters,260,$38160,$37810,$26270,$44110
10,1,Capital Region, 51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",120,$35370,$35930,$26120,$39990
10,1,Capital Region, 51-3023,Slaughterers and Meat Packers,n/a,$24640,$23460,$22640,$25630
10,1,Capital Region, 51-3092,Food Batchmakers,330,$31620,$30100,$23860,$35490
10,1,Capital Region, 51-3093,Food Cooking Machine Operators and Tenders,n/a,$32620,$30800,$20480,$38690
10,1,Capital Region, 51-3099,"Food Processing Workers, All Other",n/a,$27320,$27670,$22390,$29780
10,1,Capital Region, 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",90,$43160,$38670,$29820,$49820
10,1,Capital Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",n/a,$52460,$52970,$42360,$57510
10,1,Capital Region, 51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$29900,$25780,$23230,$33230
10,1,Capital Region, 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",220,$36100,$35350,$24930,$41680
10,1,Capital Region, 51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$38860,$36050,$25810,$45380
10,1,Capital Region, 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$38230,$34210,$27960,$43370
10,1,Capital Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,$42820,$39010,$26340,$51070
10,1,Capital Region, 51-4041,Machinists,900,$48060,$48590,$32760,$55710
10,1,Capital Region, 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",150,$48880,$51210,$36600,$55020
10,1,Capital Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",200,$33880,$33730,$27180,$37240
10,1,Capital Region, 51-4111,Tool and Die Makers,90,$54970,$51880,$43350,$60770
10,1,Capital Region, 51-4121,"Welders, Cutters, Solderers, and Brazers",630,$49980,$48400,$37470,$56230
10,1,Capital Region, 51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",n/a,$39280,$37390,$28030,$44910
10,1,Capital Region, 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,$46380,$47370,$34050,$52540
10,1,Capital Region, 51-5111,Prepress Technician and Workers,220,$38170,$36040,$26440,$44030
10,1,Capital Region, 51-5112,Printing Press Operators,660,$37200,$33320,$23500,$44050
10,1,Capital Region, 51-5113,Print Binding and Finishing Workers,200,$35160,$34780,$23000,$41250
10,1,Capital Region, 51-6011,Laundry and Dry-Cleaning Workers,690,$25070,$23250,$20380,$27420
10,1,Capital Region, 51-6021,"Pressers, Textile, Garment, and Related Materials",n/a,$36460,$29090,$22690,$43340
10,1,Capital Region, 51-6031,Sewing Machine Operators,150,$29760,$28590,$22110,$33580
10,1,Capital Region, 51-6051,"Sewers, Hand",n/a,$27380,$27420,$21820,$30170
10,1,Capital Region, 51-6052,"Tailors, Dressmakers, and Custom Sewers",n/a,$30770,$29600,$28770,$31770
10,1,Capital Region, 51-7011,Cabinetmakers and Bench Carpenters,140,$37220,$36350,$30100,$40780
10,1,Capital Region, 51-7021,Furniture Finishers,n/a,$42080,$38050,$31440,$47400
10,1,Capital Region, 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",150,$32850,$31410,$24590,$36980
10,1,Capital Region, 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",170,$34610,$31210,$24600,$39610
10,1,Capital Region, 51-8013,Power Plant Operators,150,$74980,$76080,$47120,$88910
10,1,Capital Region, 51-8021,Stationary Engineers and Boiler Operators,420,$56240,$56210,$43440,$62650
10,1,Capital Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,470,$51260,$50470,$41010,$56390
10,1,Capital Region, 51-8091,Chemical Plant and System Operators,360,$59400,$61510,$39910,$69150
10,1,Capital Region, 51-9011,Chemical Equipment Operators and Tenders,50,$55910,$55930,$33150,$67290
10,1,Capital Region, 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",80,$38600,$37640,$28810,$43490
10,1,Capital Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",180,$40930,$40340,$30490,$46140
10,1,Capital Region, 51-9022,"Grinding and Polishing Workers, Hand",60,$37010,$36230,$27510,$41760
10,1,Capital Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",750,$52870,$52960,$39870,$59370
10,1,Capital Region, 51-9031,"Cutters and Trimmers, Hand",n/a,$38440,$34960,$23800,$45760
10,1,Capital Region, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",210,$35300,$35010,$25810,$40050
10,1,Capital Region, 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",520,$45340,$45640,$34000,$51010
10,1,Capital Region, 51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",n/a,$50620,$50690,$42890,$54480
10,1,Capital Region, 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1680,$51140,$48180,$29180,$62120
10,1,Capital Region, 51-9071,Jewelers and Precious Stone and Metal Workers,n/a,$38010,$25570,$23230,$45410
10,1,Capital Region, 51-9081,Dental Laboratory Technicians,50,$39850,$40550,$25370,$47090
10,1,Capital Region, 51-9082,Medical Appliance Technicians,n/a,$41480,$44170,$30730,$46850
10,1,Capital Region, 51-9083,Ophthalmic Laboratory Technicians,110,$36970,$38540,$21960,$44480
10,1,Capital Region, 51-9111,Packaging and Filling Machine Operators and Tenders,500,$36480,$35900,$24650,$42390
10,1,Capital Region, 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",250,$39100,$38350,$28530,$44380
10,1,Capital Region, 51-9122,"Painters, Transportation Equipment",60,$43510,$44420,$34660,$47930
10,1,Capital Region, 51-9123,"Painting, Coating, and Decorating Workers",n/a,$28690,$25600,$22760,$31660
10,1,Capital Region, 51-9151,Photographic Process Workers and Processing Machine Operators,n/a,$34140,$33140,$23130,$39640
10,1,Capital Region, 51-9191,Adhesive Bonding Machine Operators and Tenders,110,$25100,$24440,$20850,$27230
10,1,Capital Region, 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",n/a,$31920,$26100,$23410,$36180
10,1,Capital Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",70,$35730,$34940,$26650,$40270
10,1,Capital Region, 51-9196,"Paper Goods Machine Setters, Operators, and Tenders",790,$42810,$44240,$31960,$48230
10,1,Capital Region, 51-9198,Helpers--Production Workers,580,$32530,$29900,$22700,$37440
10,1,Capital Region, 51-9199,"Production Workers, All Other",140,$36840,$36540,$23120,$43700
10,1,Capital Region, 53-0000,Transportation and Material Moving Occupations,26740,$36240,$33810,$22960,$42870
10,1,Capital Region, 53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",540,$49480,$44590,$32720,$57860
10,1,Capital Region, 53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,590,$60370,$57280,$40110,$70510
10,1,Capital Region, 53-2012,Commercial Pilots,80,$79230,$65030,$55210,$91250
10,1,Capital Region, 53-3021,"Bus Drivers, Transit and Intercity",270,$35290,$34730,$20890,$42490
10,1,Capital Region, 53-3022,"Bus Drivers, School or Special Client",2780,$34930,$32240,$24540,$40120
10,1,Capital Region, 53-3031,Driver/Sales Workers,1340,$31530,$28880,$20810,$36900
10,1,Capital Region, 53-3032,Heavy and Tractor-Trailer Truck Drivers,4770,$44140,$41970,$33490,$49470
10,1,Capital Region, 53-3033,Light Truck or Delivery Services Drivers,2280,$36700,$33290,$22550,$43780
10,1,Capital Region, 53-3041,Taxi Drivers and Chauffeurs,760,$26570,$23950,$20400,$29660
10,1,Capital Region, 53-3099,"Motor Vehicle Operators, All Other",320,$31280,$27420,$21710,$36060
10,1,Capital Region, 53-6021,Parking Lot Attendants,590,$25320,$24130,$21560,$27200
10,1,Capital Region, 53-6031,Automotive and Watercraft Service Attendants,250,$23970,$23150,$20830,$25540
10,1,Capital Region, 53-6041,Traffic Technicians,70,$64880,$64710,$53740,$70450
10,1,Capital Region, 53-6051,Transportation Inspectors,60,$79920,$73020,$55860,$91950
10,1,Capital Region, 53-7011,Conveyor Operators and Tenders,n/a,$36430,$37130,$24110,$42590
10,1,Capital Region, 53-7021,Crane and Tower Operators,100,$47790,$46490,$31520,$55930
10,1,Capital Region, 53-7032,Excavating and Loading Machine and Dragline Operators,90,$49360,$46760,$37300,$55400
10,1,Capital Region, 53-7051,Industrial Truck and Tractor Operators,1680,$37630,$37080,$27870,$42510
10,1,Capital Region, 53-7061,Cleaners of Vehicles and Equipment,910,$28530,$24810,$21000,$32300
10,1,Capital Region, 53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",7130,$31130,$28880,$21630,$35880
10,1,Capital Region, 53-7063,Machine Feeders and Offbearers,140,$36720,$37180,$27410,$41370
10,1,Capital Region, 53-7064,"Packers and Packagers, Hand",1320,$31020,$29370,$21360,$35850
10,1,Capital Region, 53-7081,Refuse and Recyclable Material Collectors,320,$41280,$37740,$27690,$48080
10,2,Central New York Region, 00-0000,"Total, All Occupations",345850,$48520,$37730,$22600,$61490
10,2,Central New York Region, 11-0000,Management Occupations,14290,$113260,$98690,$57860,$140960
10,2,Central New York Region, 11-1011,Chief Executives,570,$158480,$133800,$94390,$190520
10,2,Central New York Region, 11-1021,General and Operations Managers,5700,$112020,$90660,$49100,$143480
10,2,Central New York Region, 11-1031,Legislators,530,$90730,$92780,$80480,$95860
10,2,Central New York Region, 11-2011,Advertising and Promotions Managers,n/a,$97960,$92990,$45470,$124200
10,2,Central New York Region, 11-2021,Marketing Managers,200,$143900,$138380,$81100,$175290
10,2,Central New York Region, 11-2022,Sales Managers,550,$135840,$120620,$83260,$162130
10,2,Central New York Region, 11-2031,Public Relations and Fundraising Managers,110,$113040,$87210,$68050,$135530
10,2,Central New York Region, 11-3011,Administrative Services Managers,430,$100630,$95940,$65260,$118310
10,2,Central New York Region, 11-3021,Computer and Information Systems Managers,520,$139130,$127550,$88210,$164590
10,2,Central New York Region, 11-3031,Financial Managers,840,$137500,$120510,$77180,$167660
10,2,Central New York Region, 11-3051,Industrial Production Managers,300,$108080,$98610,$69630,$127310
10,2,Central New York Region, 11-3061,Purchasing Managers,90,$131000,$108210,$86000,$153490
10,2,Central New York Region, 11-3071,"Transportation, Storage, and Distribution Managers",130,$100850,$93170,$67870,$117340
10,2,Central New York Region, 11-3111,Compensation and Benefits Managers,n/a,$141950,$132620,$81080,$172390
10,2,Central New York Region, 11-3121,Human Resources Managers,170,$123430,$117540,$78200,$146050
10,2,Central New York Region, 11-3131,Training and Development Managers,60,$132860,$129470,$77560,$160510
10,2,Central New York Region, 11-9021,Construction Managers,340,$109130,$88350,$66330,$130530
10,2,Central New York Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",160,$56860,$41400,$33080,$68750
10,2,Central New York Region, 11-9032,"Education Administrators, Elementary and Secondary School",530,$96610,$96140,$75130,$107350
10,2,Central New York Region, 11-9033,"Education Administrators, Postsecondary",420,$111810,$100620,$65760,$134830
10,2,Central New York Region, 11-9039,"Education Administrators, All Other",n/a,$83360,$88360,$47730,$101180
10,2,Central New York Region, 11-9041,Architectural and Engineering Managers,360,$143770,$142450,$105050,$163130
10,2,Central New York Region, 11-9051,Food Service Managers,270,$54520,$50110,$39230,$62170
10,2,Central New York Region, 11-9061,Funeral Service Managers,n/a,$95610,$76020,$66850,$109990
10,2,Central New York Region, 11-9081,Lodging Managers,n/a,$59540,$55740,$42020,$68300
10,2,Central New York Region, 11-9111,Medical and Health Services Managers,700,$109230,$98000,$70400,$128650
10,2,Central New York Region, 11-9121,Natural Sciences Managers,80,$116750,$109140,$87470,$131380
10,2,Central New York Region, 11-9131,Postmasters and Mail Superintendents,60,$75070,$72800,$63760,$80730
10,2,Central New York Region, 11-9141,"Property, Real Estate, and Community Association Managers",100,$93650,$86160,$57240,$111850
10,2,Central New York Region, 11-9151,Social and Community Service Managers,420,$73610,$69310,$48380,$86220
10,2,Central New York Region, 11-9161,Emergency Management Directors,n/a,$76680,$74300,$46710,$91670
10,2,Central New York Region, 11-9199,"Managers, All Other",480,$105760,$100530,$50830,$133220
10,2,Central New York Region, 13-0000,Business and Financial Operations Occupations,13260,$71430,$65470,$43890,$85210
10,2,Central New York Region, 13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,$87340,$72740,$45600,$108220
10,2,Central New York Region, 13-1022,"Wholesale and Retail Buyers, Except Farm Products",190,$62670,$56640,$43410,$72300
10,2,Central New York Region, 13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",640,$64850,$62480,$45590,$74480
10,2,Central New York Region, 13-1031,"Claims Adjusters, Examiners, and Investigators",1000,$69500,$67390,$47460,$80510
10,2,Central New York Region, 13-1032,"Insurance Appraisers, Auto Damage",50,$87460,$90150,$53540,$104420
10,2,Central New York Region, 13-1041,Compliance Officers,750,$63220,$59690,$43780,$72950
10,2,Central New York Region, 13-1051,Cost Estimators,450,$70040,$65000,$42190,$83970
10,2,Central New York Region, 13-1071,Human Resources Specialists,920,$68390,$63130,$45700,$79730
10,2,Central New York Region, 13-1075,Labor Relations Specialists,180,$80710,$80660,$56180,$92980
10,2,Central New York Region, 13-1081,Logisticians,110,$76020,$74360,$53380,$87340
10,2,Central New York Region, 13-1111,Management Analysts,730,$88920,$81630,$53580,$106580
10,2,Central New York Region, 13-1121,"Meeting, Convention, and Event Planners",180,$46970,$44690,$32110,$54400
10,2,Central New York Region, 13-1131,Fundraisers,180,$54140,$50070,$32570,$64920
10,2,Central New York Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",230,$66910,$63210,$44200,$78270
10,2,Central New York Region, 13-1151,Training and Development Specialists,630,$64790,$59810,$38150,$78110
10,2,Central New York Region, 13-1161,Market Research Analysts and Marketing Specialists,920,$68630,$62710,$39820,$83040
10,2,Central New York Region, 13-1199,"Business Operations Specialists, All Other",760,$80190,$73920,$50220,$95170
10,2,Central New York Region, 13-2011,Accountants and Auditors,2750,$71520,$66310,$46510,$84030
10,2,Central New York Region, 13-2021,Appraisers and Assessors of Real Estate,160,$53820,$50020,$40040,$60710
10,2,Central New York Region, 13-2031,Budget Analysts,n/a,$72900,$71920,$57060,$80820
10,2,Central New York Region, 13-2041,Credit Analysts,110,$73420,$66130,$40640,$89810
10,2,Central New York Region, 13-2051,Financial Analysts,350,$84310,$79000,$58430,$97250
10,2,Central New York Region, 13-2053,Insurance Underwriters,240,$86470,$84780,$60890,$99260
10,2,Central New York Region, 13-2061,Financial Examiners,90,$102990,$83360,$56090,$126440
10,2,Central New York Region, 13-2071,Credit Counselors,70,$51670,$48430,$36130,$59440
10,2,Central New York Region, 13-2072,Loan Officers,510,$81570,$63960,$36130,$104290
10,2,Central New York Region, 13-2081,"Tax Examiners and Collectors, and Revenue Agents",120,$66730,$64610,$44370,$77910
10,2,Central New York Region, 13-2082,Tax Preparers,170,$54980,$50030,$27000,$68970
10,2,Central New York Region, 13-2099,"Financial Specialists, All Other",50,$76460,$76070,$48240,$90570
10,2,Central New York Region, 15-0000,Computer and Mathematical Occupations,7070,$77460,$73110,$45990,$93200
10,2,Central New York Region, 15-1121,Computer Systems Analysts,680,$79090,$71720,$52230,$92510
10,2,Central New York Region, 15-1122,Information Security Analysts,70,$89900,$78260,$62160,$103770
10,2,Central New York Region, 15-1131,Computer Programmers,560,$74090,$68820,$51170,$85550
10,2,Central New York Region, 15-1132,"Software Developers, Applications",1090,$88600,$81790,$64230,$100780
10,2,Central New York Region, 15-1133,"Software Developers, Systems Software",720,$109250,$107900,$79180,$124290
10,2,Central New York Region, 15-1134,Web Developers,200,$57560,$50740,$37690,$67500
10,2,Central New York Region, 15-1141,Database Administrators,120,$71430,$63260,$46520,$83880
10,2,Central New York Region, 15-1142,Network and Computer Systems Administrators,730,$71050,$68040,$46820,$83160
10,2,Central New York Region, 15-1143,Computer Network Architects,460,$95580,$90870,$56110,$115310
10,2,Central New York Region, 15-1151,Computer User Support Specialists,1640,$55690,$53560,$34020,$66520
10,2,Central New York Region, 15-1152,Computer Network Support Specialists,370,$68020,$61750,$42910,$80570
10,2,Central New York Region, 15-1199,"Computer Occupations, All Other",180,$85140,$78730,$62370,$96520
10,2,Central New York Region, 15-2031,Operations Research Analysts,150,$90490,$87040,$61480,$105000
10,2,Central New York Region, 15-2041,Statisticians,n/a,$73210,$76910,$49410,$85110
10,2,Central New York Region, 17-0000,Architecture and Engineering Occupations,5740,$79580,$76700,$49380,$94680
10,2,Central New York Region, 17-1011,"Architects, Except Landscape and Naval",180,$90190,$87220,$58910,$105830
10,2,Central New York Region, 17-1012,Landscape Architects,80,$63460,$62260,$50440,$69970
10,2,Central New York Region, 17-1021,Cartographers and Photogrammetrists,n/a,$74050,$66680,$57910,$82110
10,2,Central New York Region, 17-1022,Surveyors,n/a,$57660,$55820,$40510,$66230
10,2,Central New York Region, 17-2011,Aerospace Engineers,50,$91620,$90750,$71140,$101860
10,2,Central New York Region, 17-2041,Chemical Engineers,n/a,$115660,$91850,$62870,$142050
10,2,Central New York Region, 17-2051,Civil Engineers,570,$87730,$83530,$68110,$97550
10,2,Central New York Region, 17-2061,Computer Hardware Engineers,130,$98790,$95500,$67110,$114640
10,2,Central New York Region, 17-2071,Electrical Engineers,650,$93610,$91240,$67040,$106890
10,2,Central New York Region, 17-2072,"Electronics Engineers, Except Computer",170,$93530,$81240,$62420,$109090
10,2,Central New York Region, 17-2081,Environmental Engineers,240,$82760,$77150,$57210,$95540
10,2,Central New York Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",50,$84300,$82280,$66830,$93040
10,2,Central New York Region, 17-2112,Industrial Engineers,760,$83160,$81060,$62940,$93270
10,2,Central New York Region, 17-2131,Materials Engineers,50,$77500,$80520,$50730,$90890
10,2,Central New York Region, 17-2141,Mechanical Engineers,730,$85000,$84180,$61500,$96750
10,2,Central New York Region, 17-2161,Nuclear Engineers,n/a,$116660,$118980,$91950,$129010
10,2,Central New York Region, 17-2199,"Engineers, All Other",230,$97080,$97910,$58870,$116180
10,2,Central New York Region, 17-3011,Architectural and Civil Drafters,200,$60740,$58930,$43110,$69560
10,2,Central New York Region, 17-3012,Electrical and Electronics Drafters,120,$59110,$58600,$41320,$68000
10,2,Central New York Region, 17-3013,Mechanical Drafters,200,$55400,$55400,$37560,$64310
10,2,Central New York Region, 17-3019,"Drafters, All Other",60,$46860,$44540,$32910,$53830
10,2,Central New York Region, 17-3022,Civil Engineering Technicians,100,$59310,$60570,$41400,$68270
10,2,Central New York Region, 17-3023,Electrical and Electronic Engineering Technicians,320,$54760,$51330,$33880,$65200
10,2,Central New York Region, 17-3025,Environmental Engineering Technicians,80,$45690,$45800,$30500,$53290
